start_place_name,end_place_name,month,count
Datacity,Föri ,2019-07,7
Datacity,Föri ,2019-08,3
Datacity,Föri ,2019-09,4
Datacity,Föri ,2019-10,5
Datacity,Föri ,2019-11,2
Datacity,Föri ,2019-12,1
Datacity,Föri ,2020-01,6
Datacity,Föri ,2020-02,4
Datacity,Föri ,2020-03,1
Datacity,Humalistonkatu,2018-05,2
Datacity,Humalistonkatu,2018-06,5
Datacity,Humalistonkatu,2018-07,2
Datacity,Humalistonkatu,2018-08,2
Datacity,Humalistonkatu,2018-09,4
Datacity,Humalistonkatu,2018-10,5
Datacity,Humalistonkatu,2018-11,2
Datacity,Humalistonkatu,2018-12,1
Datacity,Humalistonkatu,2019-01,1
Datacity,Humalistonkatu,2019-02,1
Datacity,Humalistonkatu,2019-03,1
Datacity,Humalistonkatu,2019-04,4
Datacity,Humalistonkatu,2019-05,6
Datacity,Humalistonkatu,2019-06,5
Datacity,Humalistonkatu,2019-07,1
Datacity,Humalistonkatu,2019-08,6
Datacity,Humalistonkatu,2019-09,1
Datacity,Humalistonkatu,2019-10,1
Datacity,Humalistonkatu,2019-11,1
Datacity,Humalistonkatu,2019-12,2
Datacity,Humalistonkatu,2020-01,1
Datacity,Humalistonkatu,2020-02,2
Datacity,Hämeenkatu,2018-05,23
Datacity,Hämeenkatu,2018-06,17
Datacity,Hämeenkatu,2018-07,26
Datacity,Hämeenkatu,2018-08,17
Datacity,Hämeenkatu,2018-09,27
Datacity,Hämeenkatu,2018-10,19
Datacity,Hämeenkatu,2018-11,14
Datacity,Hämeenkatu,2018-12,8
Datacity,Hämeenkatu,2019-01,6
Datacity,Hämeenkatu,2019-02,12
Datacity,Hämeenkatu,2019-03,12
Datacity,Hämeenkatu,2019-04,30
Datacity,Hämeenkatu,2019-05,16
Datacity,Hämeenkatu,2019-06,8
Datacity,Hämeenkatu,2019-07,9
Datacity,Hämeenkatu,2019-08,13
Datacity,Hämeenkatu,2019-09,24
Datacity,Hämeenkatu,2019-10,7
Datacity,Hämeenkatu,2019-11,10
Datacity,Hämeenkatu,2019-12,5
Datacity,Hämeenkatu,2020-01,14
Datacity,Hämeenkatu,2020-02,11
Datacity,Hämeenkatu,2020-03,1
Datacity,Ikituuri,2018-05,16
Datacity,Ikituuri,2018-06,21
Datacity,Ikituuri,2018-07,25
Datacity,Ikituuri,2018-08,17
Datacity,Ikituuri,2018-09,34
Datacity,Ikituuri,2018-10,23
Datacity,Ikituuri,2018-11,24
Datacity,Ikituuri,2018-12,7
Datacity,Ikituuri,2019-01,10
Datacity,Ikituuri,2019-02,12
Datacity,Ikituuri,2019-03,26
Datacity,Ikituuri,2019-04,39
Datacity,Ikituuri,2019-05,34
Datacity,Ikituuri,2019-06,31
Datacity,Ikituuri,2019-07,33
Datacity,Ikituuri,2019-08,44
Datacity,Ikituuri,2019-09,35
Datacity,Ikituuri,2019-10,27
Datacity,Ikituuri,2019-11,23
Datacity,Ikituuri,2019-12,9
Datacity,Ikituuri,2020-01,11
Datacity,Ikituuri,2020-02,18
Datacity,Ikituuri,2020-03,12
Datacity,Ikituuri,2020-04,10
Datacity,Kaupungintalo,2018-05,23
Datacity,Kaupungintalo,2018-06,17
Datacity,Kaupungintalo,2018-07,13
Datacity,Kaupungintalo,2018-08,22
Datacity,Kaupungintalo,2018-09,12
Datacity,Kaupungintalo,2018-10,10
Datacity,Kaupungintalo,2018-11,3
Datacity,Kaupungintalo,2018-12,1
Datacity,Kaupungintalo,2019-01,1
Datacity,Kaupungintalo,2019-03,4
Datacity,Kaupungintalo,2019-04,3
Datacity,Kaupungintalo,2019-05,5
Datacity,Kaupungintalo,2019-06,19
Datacity,Kaupungintalo,2019-07,17
Datacity,Kaupungintalo,2019-08,24
Datacity,Kaupungintalo,2019-09,5
Datacity,Kaupungintalo,2019-10,6
Datacity,Kaupungintalo,2019-11,4
Datacity,Kaupungintalo,2019-12,3
Datacity,Kaupungintalo,2020-01,5
Datacity,Kaupungintalo,2020-02,2
Datacity,Kaupungintalo,2020-03,1
Datacity,Kaupungintalo,2020-04,1
Datacity,Kaupunginteatteri,2018-05,9
Datacity,Kaupunginteatteri,2018-06,8
Datacity,Kaupunginteatteri,2018-07,3
Datacity,Kaupunginteatteri,2018-08,5
Datacity,Kaupunginteatteri,2018-09,1
Datacity,Kaupunginteatteri,2018-11,1
Datacity,Kaupunginteatteri,2019-04,1
Datacity,Kaupunginteatteri,2019-05,5
Datacity,Kaupunginteatteri,2019-06,4
Datacity,Kaupunginteatteri,2019-07,5
Datacity,Kaupunginteatteri,2019-08,3
Datacity,Kaupunginteatteri,2019-09,3
Datacity,Kaupunginteatteri,2019-12,1
Datacity,Kirjastosilta,2018-05,21
Datacity,Kirjastosilta,2018-06,18
Datacity,Kirjastosilta,2018-07,12
Datacity,Kirjastosilta,2018-08,21
Datacity,Kirjastosilta,2018-09,16
Datacity,Kirjastosilta,2018-10,11
Datacity,Kirjastosilta,2018-11,4
Datacity,Kirjastosilta,2018-12,5
Datacity,Kirjastosilta,2019-01,5
Datacity,Kirjastosilta,2019-02,1
Datacity,Kirjastosilta,2019-03,8
Datacity,Kirjastosilta,2019-04,25
Datacity,Kirjastosilta,2019-05,22
Datacity,Kirjastosilta,2019-06,14
Datacity,Kirjastosilta,2019-07,8
Datacity,Kirjastosilta,2019-08,4
Datacity,Kirjastosilta,2019-09,15
Datacity,Kirjastosilta,2019-10,11
Datacity,Kirjastosilta,2019-11,8
Datacity,Kirjastosilta,2019-12,2
Datacity,Kirjastosilta,2020-01,7
Datacity,Kirjastosilta,2020-02,2
Datacity,Kirjastosilta,2020-04,3
Datacity,Kristiinankatu,2018-05,5
Datacity,Kristiinankatu,2018-06,6
Datacity,Kristiinankatu,2018-07,5
Datacity,Kristiinankatu,2018-08,9
Datacity,Kristiinankatu,2018-09,5
Datacity,Kristiinankatu,2018-10,2
Datacity,Kristiinankatu,2018-11,3
Datacity,Kristiinankatu,2018-12,1
Datacity,Kristiinankatu,2019-01,1
Datacity,Kristiinankatu,2019-02,3
Datacity,Kristiinankatu,2019-03,10
Datacity,Kristiinankatu,2019-04,7
Datacity,Kristiinankatu,2019-05,3
Datacity,Kristiinankatu,2019-06,5
Datacity,Kristiinankatu,2019-07,5
Datacity,Kristiinankatu,2019-08,2
Datacity,Kristiinankatu,2019-09,6
Datacity,Kristiinankatu,2019-10,3
Datacity,Kristiinankatu,2019-11,1
Datacity,Kristiinankatu,2020-01,4
Datacity,Kunnallissairaala,2018-05,11
Datacity,Kunnallissairaala,2018-06,6
Datacity,Kunnallissairaala,2018-08,8
Datacity,Kunnallissairaala,2018-09,10
Datacity,Kunnallissairaala,2018-10,13
Datacity,Kunnallissairaala,2018-11,10
Datacity,Kunnallissairaala,2018-12,6
Datacity,Kunnallissairaala,2019-02,2
Datacity,Kunnallissairaala,2019-03,8
Datacity,Kunnallissairaala,2019-04,10
Datacity,Kunnallissairaala,2019-05,16
Datacity,Kunnallissairaala,2019-06,12
Datacity,Kunnallissairaala,2019-07,10
Datacity,Kunnallissairaala,2019-08,23
Datacity,Kunnallissairaala,2019-09,16
Datacity,Kunnallissairaala,2019-10,10
Datacity,Kunnallissairaala,2019-11,9
Datacity,Kunnallissairaala,2019-12,5
Datacity,Kunnallissairaala,2020-01,3
Datacity,Kunnallissairaala,2020-02,8
Datacity,Kunnallissairaala,2020-03,9
Datacity,Kupittaan asema,2018-05,1
Datacity,Kupittaan asema,2018-06,8
Datacity,Kupittaan asema,2018-08,4
Datacity,Kupittaan asema,2018-09,2
Datacity,Kupittaan asema,2018-10,1
Datacity,Kupittaan asema,2018-11,1
Datacity,Kupittaan asema,2019-01,1
Datacity,Kupittaan asema,2019-04,3
Datacity,Kupittaan asema,2019-05,3
Datacity,Kupittaan asema,2019-06,14
Datacity,Kupittaan asema,2019-07,1
Datacity,Kupittaan asema,2019-08,1
Datacity,Kupittaan asema,2019-09,1
Datacity,Kupittaan asema,2019-10,1
Datacity,Kupittaan asema,2020-02,2
Datacity,Kupittaankatu,2018-05,7
Datacity,Kupittaankatu,2018-06,3
Datacity,Kupittaankatu,2018-07,9
Datacity,Kupittaankatu,2018-08,12
Datacity,Kupittaankatu,2018-09,39
Datacity,Kupittaankatu,2018-10,31
Datacity,Kupittaankatu,2018-11,34
Datacity,Kupittaankatu,2018-12,17
Datacity,Kupittaankatu,2019-01,12
Datacity,Kupittaankatu,2019-02,24
Datacity,Kupittaankatu,2019-03,34
Datacity,Kupittaankatu,2019-04,37
Datacity,Kupittaankatu,2019-05,21
Datacity,Kupittaankatu,2019-06,11
Datacity,Kupittaankatu,2019-07,1
Datacity,Kupittaankatu,2019-08,7
Datacity,Kupittaankatu,2019-09,17
Datacity,Kupittaankatu,2019-10,15
Datacity,Kupittaankatu,2019-11,12
Datacity,Kupittaankatu,2019-12,5
Datacity,Kupittaankatu,2020-01,13
Datacity,Kupittaankatu,2020-02,11
Datacity,Kupittaankatu,2020-03,3
Datacity,Kupittaankatu,2020-04,2
Datacity,Kupittaanpuisto,2018-05,19
Datacity,Kupittaanpuisto,2018-06,26
Datacity,Kupittaanpuisto,2018-07,19
Datacity,Kupittaanpuisto,2018-08,19
Datacity,Kupittaanpuisto,2018-09,23
Datacity,Kupittaanpuisto,2018-10,22
Datacity,Kupittaanpuisto,2018-11,14
Datacity,Kupittaanpuisto,2018-12,10
Datacity,Kupittaanpuisto,2019-01,5
Datacity,Kupittaanpuisto,2019-02,4
Datacity,Kupittaanpuisto,2019-03,13
Datacity,Kupittaanpuisto,2019-04,23
Datacity,Kupittaanpuisto,2019-05,11
Datacity,Kupittaanpuisto,2019-06,19
Datacity,Kupittaanpuisto,2019-07,13
Datacity,Kupittaanpuisto,2019-08,15
Datacity,Kupittaanpuisto,2019-09,14
Datacity,Kupittaanpuisto,2019-10,12
Datacity,Kupittaanpuisto,2019-11,10
Datacity,Kupittaanpuisto,2019-12,4
Datacity,Kupittaanpuisto,2020-01,10
Datacity,Kupittaanpuisto,2020-02,7
Datacity,Kupittaanpuisto,2020-03,4
Datacity,Kupittaanpuisto,2020-04,1
Datacity,Kurjenkaivonkenttä,2018-05,16
Datacity,Kurjenkaivonkenttä,2018-06,13
Datacity,Kurjenkaivonkenttä,2018-07,6
Datacity,Kurjenkaivonkenttä,2018-08,9
Datacity,Kurjenkaivonkenttä,2018-09,9
Datacity,Kurjenkaivonkenttä,2018-10,16
Datacity,Kurjenkaivonkenttä,2018-11,7
Datacity,Kurjenkaivonkenttä,2018-12,4
Datacity,Kurjenkaivonkenttä,2019-01,4
Datacity,Kurjenkaivonkenttä,2019-02,5
Datacity,Kurjenkaivonkenttä,2019-03,9
Datacity,Kurjenkaivonkenttä,2019-04,8
Datacity,Kurjenkaivonkenttä,2019-05,14
Datacity,Kurjenkaivonkenttä,2019-06,5
Datacity,Kurjenkaivonkenttä,2019-07,1
Datacity,Kurjenkaivonkenttä,2019-08,6
Datacity,Kurjenkaivonkenttä,2019-09,11
Datacity,Kurjenkaivonkenttä,2019-10,4
Datacity,Kurjenkaivonkenttä,2019-11,5
Datacity,Kurjenkaivonkenttä,2019-12,2
Datacity,Kurjenkaivonkenttä,2020-01,4
Datacity,Kurjenkaivonkenttä,2020-02,3
Datacity,Kurjenkaivonkenttä,2020-03,2
Datacity,Kurjenkaivonkenttä,2020-04,3
Datacity,Kävelykatu,2018-05,24
Datacity,Kävelykatu,2018-06,12
Datacity,Kävelykatu,2018-07,14
Datacity,Kävelykatu,2018-08,7
Datacity,Kävelykatu,2018-09,13
Datacity,Kävelykatu,2018-10,9
Datacity,Kävelykatu,2018-11,4
Datacity,Kävelykatu,2018-12,2
Datacity,Kävelykatu,2019-03,2
Datacity,Kävelykatu,2019-04,8
Datacity,Kävelykatu,2019-05,6
Datacity,Kävelykatu,2019-06,7
Datacity,Kävelykatu,2019-07,2
Datacity,Kävelykatu,2019-08,8
Datacity,Kävelykatu,2019-09,3
Datacity,Kävelykatu,2019-10,1
Datacity,Kävelykatu,2019-11,4
Datacity,Kävelykatu,2019-12,1
Datacity,Kävelykatu,2020-01,5
Datacity,Kävelykatu,2020-02,2
Datacity,Kävelykatu,2020-03,2
Datacity,Linja-autoasema,2018-05,21
Datacity,Linja-autoasema,2018-06,13
Datacity,Linja-autoasema,2018-07,9
Datacity,Linja-autoasema,2018-08,15
Datacity,Linja-autoasema,2018-09,13
Datacity,Linja-autoasema,2018-10,9
Datacity,Linja-autoasema,2018-11,7
Datacity,Linja-autoasema,2019-04,2
Datacity,Linja-autoasema,2019-05,6
Datacity,Linja-autoasema,2019-06,4
Datacity,Linja-autoasema,2019-07,10
Datacity,Linja-autoasema,2019-08,12
Datacity,Linja-autoasema,2019-09,3
Datacity,Linja-autoasema,2019-11,2
Datacity,Linja-autoasema,2020-02,1
Datacity,Martti,2018-05,17
Datacity,Martti,2018-06,11
Datacity,Martti,2018-07,19
Datacity,Martti,2018-08,16
Datacity,Martti,2018-09,27
Datacity,Martti,2018-10,9
Datacity,Martti,2018-11,4
Datacity,Martti,2019-01,1
Datacity,Martti,2019-03,2
Datacity,Martti,2019-04,17
Datacity,Martti,2019-05,13
Datacity,Martti,2019-06,14
Datacity,Martti,2019-07,6
Datacity,Martti,2019-08,5
Datacity,Martti,2019-09,9
Datacity,Martti,2019-10,6
Datacity,Martti,2019-11,4
Datacity,Martti,2019-12,7
Datacity,Martti,2020-01,7
Datacity,Martti,2020-02,5
Datacity,Martti,2020-03,1
Datacity,Merimiehenkatu,2018-05,4
Datacity,Merimiehenkatu,2018-06,5
Datacity,Merimiehenkatu,2018-07,14
Datacity,Merimiehenkatu,2018-08,3
Datacity,Merimiehenkatu,2018-09,6
Datacity,Merimiehenkatu,2018-10,5
Datacity,Merimiehenkatu,2018-11,8
Datacity,Merimiehenkatu,2018-12,3
Datacity,Merimiehenkatu,2019-03,1
Datacity,Merimiehenkatu,2019-04,3
Datacity,Merimiehenkatu,2019-05,5
Datacity,Merimiehenkatu,2019-06,6
Datacity,Merimiehenkatu,2019-07,3
Datacity,Merimiehenkatu,2019-08,2
Datacity,Merimiehenkatu,2019-09,4
Datacity,Merimiehenkatu,2019-10,3
Datacity,Merimiehenkatu,2019-11,5
Datacity,Merimiehenkatu,2020-01,1
Datacity,Merimiehenkatu,2020-02,2
Datacity,Merimiehenkatu,2020-03,1
Datacity,Piispankatu,2018-05,3
Datacity,Piispankatu,2018-06,1
Datacity,Piispankatu,2018-07,4
Datacity,Piispankatu,2018-08,2
Datacity,Piispankatu,2018-09,2
Datacity,Piispankatu,2018-10,5
Datacity,Piispankatu,2018-11,5
Datacity,Piispankatu,2018-12,3
Datacity,Piispankatu,2019-03,2
Datacity,Piispankatu,2019-04,17
Datacity,Piispankatu,2019-05,22
Datacity,Piispankatu,2019-06,4
Datacity,Piispankatu,2019-07,2
Datacity,Piispankatu,2019-08,2
Datacity,Piispankatu,2019-09,7
Datacity,Piispankatu,2019-11,1
Datacity,Piispankatu,2020-01,2
Datacity,Piispankatu,2020-02,2
Datacity,Popup 1,2018-05,13
Datacity,Popup 1,2018-06,6
Datacity,Popup 1,2018-07,3
Datacity,Popup 1,2018-09,14
Datacity,Popup 1,2018-10,21
Datacity,Popup 1,2018-11,30
Datacity,Popup 1,2018-12,4
Datacity,Popup 1,2019-07,1
Datacity,Popup 1,2019-08,1
Datacity,Popup 1,2020-04,1
Datacity,Popup 2,2018-05,2
Datacity,Popup 2,2018-07,1
Datacity,Popup 2,2018-10,1
Datacity,Popup 2,2019-06,1
Datacity,Popup 2,2020-04,1
Datacity,Portsa,2019-07,1
Datacity,Portsa,2019-08,1
Datacity,Portsa,2019-09,2
Datacity,Portsa,2019-12,1
Datacity,Portsa,2020-02,2
Datacity,Portsa,2020-04,1
Datacity,Puistokatu,2018-05,1
Datacity,Puistokatu,2018-06,1
Datacity,Puistokatu,2018-07,1
Datacity,Puistokatu,2018-08,2
Datacity,Puistokatu,2018-09,2
Datacity,Puistokatu,2018-10,1
Datacity,Puistokatu,2018-11,2
Datacity,Puistokatu,2019-04,2
Datacity,Puistokatu,2019-05,3
Datacity,Puistokatu,2019-06,3
Datacity,Puistokatu,2019-07,2
Datacity,Puistokatu,2019-08,1
Datacity,Puistokatu,2019-09,1
Datacity,Puistokatu,2019-10,1
Datacity,Puistokatu,2019-11,1
Datacity,Puistokatu,2019-12,1
Datacity,Puistokatu,2020-02,2
Datacity,Puistokatu,2020-03,1
Datacity,Puutori,2018-05,7
Datacity,Puutori,2018-06,5
Datacity,Puutori,2018-07,4
Datacity,Puutori,2018-08,6
Datacity,Puutori,2018-09,2
Datacity,Puutori,2018-10,6
Datacity,Puutori,2018-11,5
Datacity,Puutori,2018-12,3
Datacity,Puutori,2019-01,1
Datacity,Puutori,2019-02,2
Datacity,Puutori,2019-03,3
Datacity,Puutori,2019-04,1
Datacity,Puutori,2019-05,3
Datacity,Puutori,2019-06,9
Datacity,Puutori,2019-07,1
Datacity,Puutori,2019-08,1
Datacity,Puutori,2019-09,4
Datacity,Puutori,2019-10,4
Datacity,Puutori,2019-11,2
Datacity,Puutori,2019-12,2
Datacity,Puutori,2020-01,1
Datacity,Puutori,2020-02,3
Datacity,Päärautatieasema,2018-05,2
Datacity,Päärautatieasema,2018-06,12
Datacity,Päärautatieasema,2018-07,3
Datacity,Päärautatieasema,2018-08,5
Datacity,Päärautatieasema,2018-09,4
Datacity,Päärautatieasema,2018-10,4
Datacity,Päärautatieasema,2019-01,1
Datacity,Päärautatieasema,2019-02,1
Datacity,Päärautatieasema,2019-04,4
Datacity,Päärautatieasema,2019-06,1
Datacity,Päärautatieasema,2019-07,1
Datacity,Päärautatieasema,2019-08,3
Datacity,Päärautatieasema,2019-09,2
Datacity,Päärautatieasema,2019-10,1
Datacity,Rolan Oy/Nummi,2019-04,8
Datacity,Rolan Oy/Nummi,2019-05,5
Datacity,Rolan Oy/Nummi,2019-06,9
Datacity,Rolan Oy/Nummi,2019-07,1
Datacity,Rolan Oy/Nummi,2019-08,10
Datacity,Rolan Oy/Nummi,2019-09,2
Datacity,Rolan Oy/Nummi,2019-10,8
Datacity,Rolan Oy/Nummi,2019-11,2
Datacity,Rolan Oy/Nummi,2019-12,3
Datacity,Rolan Oy/Nummi,2020-01,3
Datacity,Rolan Oy/Nummi,2020-02,2
Datacity,Rolan Oy/Nummi,2020-03,2
Datacity,Rolan Oy/Nummi,2020-04,1
Datacity,Satama,2018-05,1
Datacity,Satama,2018-06,1
Datacity,Satama,2018-10,1
Datacity,Satama,2018-11,1
Datacity,Satama,2019-05,1
Datacity,Satama,2019-12,1
Datacity,Skanssi,2018-06,14
Datacity,Skanssi,2018-07,9
Datacity,Skanssi,2018-08,1
Datacity,Skanssi,2018-09,5
Datacity,Skanssi,2018-10,10
Datacity,Skanssi,2018-11,4
Datacity,Skanssi,2019-04,12
Datacity,Skanssi,2019-05,10
Datacity,Skanssi,2019-06,16
Datacity,Skanssi,2019-07,11
Datacity,Skanssi,2019-08,4
Datacity,Skanssi,2019-09,1
Datacity,Skanssi,2019-10,2
Datacity,Skanssi,2019-11,6
Datacity,Skanssi,2019-12,1
Datacity,Skanssi,2020-01,1
Datacity,Skanssi,2020-02,3
Datacity,T-sairaala ,2018-05,3
Datacity,T-sairaala ,2018-06,7
Datacity,T-sairaala ,2018-07,10
Datacity,T-sairaala ,2018-08,11
Datacity,T-sairaala ,2018-09,14
Datacity,T-sairaala ,2018-10,26
Datacity,T-sairaala ,2018-11,26
Datacity,T-sairaala ,2018-12,16
Datacity,T-sairaala ,2019-01,14
Datacity,T-sairaala ,2019-02,6
Datacity,T-sairaala ,2019-03,6
Datacity,T-sairaala ,2019-04,18
Datacity,T-sairaala ,2019-05,14
Datacity,T-sairaala ,2019-06,12
Datacity,T-sairaala ,2019-07,7
Datacity,T-sairaala ,2019-08,20
Datacity,T-sairaala ,2019-09,19
Datacity,T-sairaala ,2019-10,17
Datacity,T-sairaala ,2019-11,9
Datacity,T-sairaala ,2019-12,8
Datacity,T-sairaala ,2020-01,14
Datacity,T-sairaala ,2020-02,13
Datacity,T-sairaala ,2020-03,9
Datacity,T-sairaala ,2020-04,2
Datacity,Tuomiokirkko,2018-05,17
Datacity,Tuomiokirkko,2018-06,10
Datacity,Tuomiokirkko,2018-07,12
Datacity,Tuomiokirkko,2018-08,10
Datacity,Tuomiokirkko,2018-09,19
Datacity,Tuomiokirkko,2018-10,10
Datacity,Tuomiokirkko,2018-11,9
Datacity,Tuomiokirkko,2018-12,5
Datacity,Tuomiokirkko,2019-01,1
Datacity,Tuomiokirkko,2019-02,2
Datacity,Tuomiokirkko,2019-03,4
Datacity,Tuomiokirkko,2019-04,17
Datacity,Tuomiokirkko,2019-05,22
Datacity,Tuomiokirkko,2019-06,88
Datacity,Tuomiokirkko,2019-07,18
Datacity,Tuomiokirkko,2019-08,14
Datacity,Tuomiokirkko,2019-09,12
Datacity,Tuomiokirkko,2019-10,7
Datacity,Tuomiokirkko,2019-11,9
Datacity,Tuomiokirkko,2019-12,4
Datacity,Tuomiokirkko,2020-01,13
Datacity,Tuomiokirkko,2020-02,7
Datacity,Tuomiokirkko,2020-03,5
Datacity,Tuomiokirkko,2020-04,3
Datacity,Turun linna,2018-06,1
Datacity,Turun linna,2018-07,2
Datacity,Turun linna,2019-05,1
Datacity,Turun linna,2019-06,20
Datacity,Turun linna,2019-07,3
Datacity,Turun linna,2019-10,1
Datacity,Turun linna,2019-11,2
Datacity,Ursininkatu,2018-05,4
Datacity,Ursininkatu,2018-06,3
Datacity,Ursininkatu,2018-07,6
Datacity,Ursininkatu,2018-08,2
Datacity,Ursininkatu,2018-09,7
Datacity,Ursininkatu,2018-10,1
Datacity,Ursininkatu,2018-12,1
Datacity,Ursininkatu,2019-02,1
Datacity,Ursininkatu,2019-03,3
Datacity,Ursininkatu,2019-04,2
Datacity,Ursininkatu,2019-05,10
Datacity,Ursininkatu,2019-06,4
Datacity,Ursininkatu,2019-09,6
Datacity,Ursininkatu,2019-10,2
Datacity,Ursininkatu,2019-11,4
Datacity,Ursininkatu,2019-12,1
Datacity,Ursininkatu,2020-01,2
Datacity,Ursininkatu,2020-02,6
Datacity,Ursininkatu,2020-03,1
Datacity,Ursininkatu,2020-04,1
Datacity,Vaakahuone,2018-05,2
Datacity,Vaakahuone,2018-06,1
Datacity,Vaakahuone,2018-07,6
Datacity,Vaakahuone,2018-08,1
Datacity,Vaakahuone,2018-11,1
Datacity,Vaakahuone,2019-03,1
Datacity,Vaakahuone,2019-04,2
Datacity,Vaakahuone,2019-05,3
Datacity,Vaakahuone,2019-07,1
Datacity,Vaakahuone,2019-08,4
Datacity,Vaakahuone,2019-09,14
Datacity,Vaakahuone,2019-12,1
Datacity,Vaakahuone,2020-02,2
Datacity,Vaakahuone,2020-03,5
Datacity,Varvintori,2018-05,1
Datacity,Varvintori,2018-06,3
Datacity,Varvintori,2018-07,4
Datacity,Varvintori,2018-08,4
Datacity,Varvintori,2018-09,7
Datacity,Varvintori,2018-10,6
Datacity,Varvintori,2018-11,2
Datacity,Varvintori,2018-12,4
Datacity,Varvintori,2019-01,4
Datacity,Varvintori,2019-02,1
Datacity,Varvintori,2019-04,1
Datacity,Varvintori,2019-05,15
Datacity,Varvintori,2019-06,12
Datacity,Varvintori,2019-09,1
Datacity,Varvintori,2020-01,1
Datacity,Vesibussi,2018-05,3
Datacity,Vesibussi,2018-06,3
Datacity,Vesibussi,2018-07,7
Datacity,Vesibussi,2018-08,2
Datacity,Vesibussi,2018-09,4
Datacity,Vesibussi,2018-10,8
Datacity,Vesibussi,2018-11,6
Datacity,Vesibussi,2018-12,1
Datacity,Vesibussi,2019-02,1
Datacity,Vesibussi,2019-03,4
Datacity,Vesibussi,2019-04,8
Datacity,Vesibussi,2019-05,4
Datacity,Vesibussi,2019-06,3
Datacity,Vesibussi,2019-08,4
Datacity,Vesibussi,2019-09,14
Datacity,Vesibussi,2019-10,4
Datacity,Vesibussi,2019-11,6
Datacity,Vesibussi,2020-01,9
Datacity,Vesibussi,2020-02,9
Datacity,Vesibussi,2020-03,4
Datacity,Vähätori,2018-05,29
Datacity,Vähätori,2018-06,17
Datacity,Vähätori,2018-07,17
Datacity,Vähätori,2018-08,20
Datacity,Vähätori,2018-09,18
Datacity,Vähätori,2018-10,11
Datacity,Vähätori,2018-11,25
Datacity,Vähätori,2018-12,9
Datacity,Vähätori,2019-01,9
Datacity,Vähätori,2019-02,4
Datacity,Vähätori,2019-03,8
Datacity,Vähätori,2019-04,26
Datacity,Vähätori,2019-05,21
Datacity,Vähätori,2019-06,18
Datacity,Vähätori,2019-07,10
Datacity,Vähätori,2019-08,14
Datacity,Vähätori,2019-09,19
Datacity,Vähätori,2019-10,4
Datacity,Vähätori,2019-11,4
Datacity,Vähätori,2019-12,7
Datacity,Vähätori,2020-01,13
Datacity,Vähätori,2020-02,2
Datacity,Vähätori,2020-03,6
Datacity,Vähätori,2020-04,2
Eerikinkatu,Assistentinpolku,2018-06,4
Eerikinkatu,Assistentinpolku,2018-07,2
Eerikinkatu,Assistentinpolku,2018-08,3
Eerikinkatu,Assistentinpolku,2018-09,10
Eerikinkatu,Assistentinpolku,2018-10,3
Eerikinkatu,Assistentinpolku,2018-11,1
Eerikinkatu,Assistentinpolku,2018-12,2
Eerikinkatu,Assistentinpolku,2019-01,1
Eerikinkatu,Assistentinpolku,2019-02,1
Eerikinkatu,Assistentinpolku,2019-03,7
Eerikinkatu,Assistentinpolku,2019-04,11
Eerikinkatu,Assistentinpolku,2019-05,10
Eerikinkatu,Assistentinpolku,2019-06,2
Eerikinkatu,Assistentinpolku,2019-07,1
Eerikinkatu,Assistentinpolku,2019-08,4
Eerikinkatu,Assistentinpolku,2019-09,17
Eerikinkatu,Assistentinpolku,2019-10,10
Eerikinkatu,Assistentinpolku,2019-11,5
Eerikinkatu,Assistentinpolku,2019-12,2
Eerikinkatu,Assistentinpolku,2020-01,4
Eerikinkatu,Assistentinpolku,2020-02,7
Eerikinkatu,Brahenkatu,2018-05,3
Eerikinkatu,Brahenkatu,2018-07,5
Eerikinkatu,Brahenkatu,2018-08,3
Eerikinkatu,Brahenkatu,2018-10,3
Eerikinkatu,Brahenkatu,2018-11,3
Eerikinkatu,Brahenkatu,2018-12,2
Eerikinkatu,Brahenkatu,2019-01,1
Eerikinkatu,Brahenkatu,2019-02,1
Eerikinkatu,Brahenkatu,2019-03,1
Eerikinkatu,Brahenkatu,2019-04,4
Eerikinkatu,Brahenkatu,2019-05,6
Eerikinkatu,Brahenkatu,2019-06,7
Eerikinkatu,Brahenkatu,2019-09,1
Eerikinkatu,Brahenkatu,2020-01,1
Eerikinkatu,Brahenkatu,2020-02,1
Eerikinkatu,Brahenkatu,2020-03,1
Eerikinkatu,Datacity,2018-05,12
Eerikinkatu,Datacity,2018-06,19
Eerikinkatu,Datacity,2018-07,5
Eerikinkatu,Datacity,2018-08,15
Eerikinkatu,Datacity,2018-09,14
Eerikinkatu,Datacity,2018-10,4
Eerikinkatu,Datacity,2018-11,3
Eerikinkatu,Datacity,2019-01,2
Eerikinkatu,Datacity,2019-02,1
Eerikinkatu,Datacity,2019-04,8
Eerikinkatu,Datacity,2019-05,15
Eerikinkatu,Datacity,2019-06,14
Eerikinkatu,Datacity,2019-07,14
Eerikinkatu,Datacity,2019-10,1
Eerikinkatu,Datacity,2019-11,1
Eerikinkatu,Datacity,2020-03,2
Eerikinkatu,Eerikinkatu,2018-05,44
Eerikinkatu,Eerikinkatu,2018-06,29
Eerikinkatu,Eerikinkatu,2018-07,26
Eerikinkatu,Eerikinkatu,2018-08,40
Eerikinkatu,Eerikinkatu,2018-09,13
Eerikinkatu,Eerikinkatu,2018-10,18
Eerikinkatu,Eerikinkatu,2018-11,18
